Date,Location,Minimum Temperature,Maximum Temperature,Evaporation,Sunshine
2013-07-01,Sydney,8.8,20.1,0.8,9.8
2013-07-02,Sydney,8.8,19.9,2.2,9.8
2013-07-03,Sydney,8.1,19.8,2.2,9.5
2013-07-04,Sydney,8.5,23.4,2.6,9.8
2013-07-05,Sydney,14.7,19.5,4,9.7
2013-07-06,Sydney,7.8,17.4,4.2,9.8
2013-07-07,Sydney,7.4,19.1,4,9.5
2013-07-08,Sydney,7.4,19.2,2.2,9.1
2013-07-09,Sydney,8.7,13.6,3,1
2013-07-10,Sydney,8.9,15.9,1.2,2.7
2013-07-11,Sydney,8.2,18.4,1.2,8.2
2013-07-12,Sydney,8.3,20.2,1.2,8.4
2013-07-13,Sydney,8.3,17.4,3,5
2013-07-14,Sydney,8.9,18.4,1,8.5
2013-07-15,Sydney,10.7,22,3.6,1.7
2013-07-16,Sydney,14.4,21.6,0.2,3.4
2013-07-17,Sydney,13,24.3,1.8,8.7
2013-07-18,Sydney,13.3,22.6,2.4,3.9
2013-07-19,Sydney,15,20.4,3.2,1.6
2013-07-20,Sydney,14.5,20.4,2.4,8.9
2013-07-21,Sydney,8.5,16.3,6.4,10.1
2013-07-22,Sydney,8.7,17.2,3.8,9.9
2013-07-23,Sydney,7.1,17.7,3.2,8
2013-07-24,Sydney,10.1,17,4,4.8
2013-07-25,Sydney,7.4,19.6,3,8.6
2013-07-26,Sydney,7.9,20.3,3.4,9.3
2013-07-27,Sydney,7.4,18.7,1.8,9.9
2013-07-28,Sydney,8.3,18.8,3.6,6.8
2013-07-29,Sydney,9.7,24,2.6,10.2
2013-07-30,Sydney,11.1,21.5,3.4,3.4
2013-07-31,Sydney,12.6,18.4,2.6,8.1
2013-08-01,Sydney,8.1,19.6,3.4,10.1
2013-08-02,Sydney,9.1,20.3,2.2,6.8
2013-08-03,Sydney,10.4,19.6,3.6,10
2013-08-04,Sydney,10.9,19.9,4.2,8.5
2013-08-05,Sydney,9.5,21,3.8,10
2013-08-06,Sydney,11.9,23.9,5.6,8.7
2013-08-07,Sydney,10.8,17.9,4.8,8.3
2013-08-08,Sydney,9.3,13.1,3.8,1.3
2013-08-09,Sydney,7,17.4,0.6,6.7
2013-08-10,Sydney,10.5,23.5,4,10.6
2013-08-11,Sydney,9,21.8,3.8,10.4
2013-08-12,Sydney,12,24.4,3.8,5.4
2013-08-13,Sydney,9.6,22.8,5.8,10.8
2013-08-14,Sydney,12.5,24.1,4.2,10.7
2013-08-15,Sydney,10.5,18.7,8,10.7
2013-08-16,Sydney,7.3,20.6,3.6,10.7
2013-08-17,Sydney,10.7,24.4,6.2,10.5
2013-08-18,Sydney,11.3,23.3,6.6,10.7
2013-08-19,Sydney,13.6,20.9,7.8,9.9
2013-08-20,Sydney,8.4,16.6,6.2,10.8
2013-08-21,Sydney,7.6,18.1,3,10.3
2013-08-22,Sydney,7.6,18.1,5.6,6.7
2013-08-23,Sydney,11.8,18.6,4,2.5
2013-08-24,Sydney,12.2,22.7,4,10.8
2013-08-25,Sydney,9.9,23.6,4.2,10.7
2013-08-26,Sydney,10.3,22,3.6,9.6
2013-08-27,Sydney,11.5,21.9,2.2,9.4
2013-08-28,Sydney,11.8,23.3,3,10.8
2013-08-29,Sydney,11.4,21.8,3.8,6.7
2013-08-30,Sydney,15.2,24.7,5.2,10.2
2013-08-31,Sydney,14.9,24.5,5.8,8.2
2013-09-01,Sydney,11.4,22.2,4.8,10.1
2013-09-02,Sydney,12.2,22,4,11
2013-09-03,Sydney,12,21.9,4.2,10.4
2013-09-04,Sydney,12.2,21.1,3.8,10.1
2013-09-05,Sydney,12.2,28.8,5.8,10.1
2013-09-06,Sydney,16,23.3,5,8.5
2013-09-07,Sydney,15.4,31.1,3.2,9.1
2013-09-08,Sydney,17,21.2,4.6,1.7
2013-09-09,Sydney,15.3,26.1,2.2,5.1
2013-09-10,Sydney,20.1,31.6,7.4,9.7
2013-09-11,Sydney,14.7,25,11.6,6.8
2013-09-12,Sydney,12.1,23.6,6.4,10.2
2013-09-13,Sydney,10,18.5,5.6,6.1
2013-09-14,Sydney,14.1,22.9,3.4,8.4
2013-09-15,Sydney,12.8,18.8,4,6.2
2013-09-16,Sydney,14.6,17.7,2.2,0.01
2013-09-17,Sydney,15.2,23.9,0.01,5.7
2013-09-18,Sydney,15.2,25.3,6.8,10.7
2013-09-19,Sydney,14.2,23.4,7.6,11.2
2013-09-20,Sydney,11.4,21.6,6.2,10.3
2013-09-21,Sydney,11.3,22,7,11
2013-09-22,Sydney,11,25.2,4.6,10.5
2013-09-23,Sydney,12.9,24.4,5.4,10.9
2013-09-24,Sydney,17.5,28.4,7.4,5.3
2013-09-25,Sydney,15.6,28.8,6.4,10.7
2013-09-26,Sydney,16.2,31.8,8.4,11.4
2013-09-27,Sydney,12.7,22.6,12.2,11.4
2013-09-28,Sydney,11.7,29.3,8,11.5
2013-09-29,Sydney,14.4,22.8,9.8,10.8
2013-09-30,Sydney,12.4,27.4,6.4,10.6
2013-10-01,Sydney,20.2,32.2,8.6,3
2013-10-02,Sydney,13,26.6,9.8,11.2
2013-10-03,Sydney,15.2,18.9,10,3.7
2013-10-04,Sydney,9.7,20.4,3.8,10.6
2013-10-05,Sydney,11.3,25,5.2,9.2
2013-10-06,Sydney,14.1,29.8,5.6,11.2
2013-10-07,Sydney,15.8,21.9,9.8,10.4
2013-10-08,Sydney,14.3,21.9,5.8,11.2
2013-10-09,Sydney,12.3,27.3,5,11.9
2013-10-10,Sydney,17.6,37.3,10,10
2013-10-11,Sydney,17.9,22.1,13.2,10
2013-10-12,Sydney,14.3,24.7,5.8,11.2
2013-10-13,Sydney,17.5,35,6.6,10.8
2013-10-14,Sydney,13.1,20.7,15.2,6.7
2013-10-15,Sydney,10.7,24.3,5.8,12.1
2013-10-16,Sydney,12.7,28.3,6.4,11.7
2013-10-17,Sydney,19.6,33.6,11.2,5.2
2013-10-18,Sydney,13.7,22.1,13.4,11.2
2013-10-19,Sydney,12.6,22.4,6.8,12.1
2013-10-20,Sydney,15.5,24.4,7.2,10.9
2013-10-21,Sydney,16.6,28.9,6.2,10.3
2013-10-22,Sydney,19.5,27,9.4,0.6
2013-10-23,Sydney,20.1,33.6,2.8,11.9
2013-10-24,Sydney,16.4,25.9,12.4,12.5
2013-10-25,Sydney,12.2,23.4,10.8,10.4
2013-10-26,Sydney,14,23.9,8.8,11.6
2013-10-27,Sydney,14.6,22.3,6,9.1
2013-10-28,Sydney,15.6,22.3,3.2,5.7
2013-10-29,Sydney,16.4,26.3,4.8,5
2013-10-30,Sydney,13.2,22.2,7.4,12
2013-10-31,Sydney,15.4,22.2,5.4,9.8
2013-11-01,Sydney,17.3,21.7,8,7.7
2013-11-02,Sydney,15.9,26.1,5.6,7.1
2013-11-03,Sydney,18.7,34.2,7.6,7.4
2013-11-04,Sydney,14.8,20.5,11.2,11.7
2013-11-05,Sydney,15,21.4,9.8,4.3
2013-11-06,Sydney,11.8,21.4,4.6,12.2
2013-11-07,Sydney,15,26.2,8,11.9
2013-11-08,Sydney,17.9,28.1,9.4,8.3
2013-11-09,Sydney,22.3,33.3,10.4,9.5
2013-11-10,Sydney,15.7,18.9,9.6,0.7
2013-11-11,Sydney,15.1,18.4,9.4,0.01
2013-11-12,Sydney,15.6,22.8,1.8,4.9
2013-11-13,Sydney,15.1,27.6,3.2,13
2013-11-14,Sydney,16.9,27,9.6,13.2
2013-11-15,Sydney,15.9,23.3,7.8,8
2013-11-16,Sydney,15.7,21.7,0.01,5.6
2013-11-17,Sydney,14.8,18,5.6,0.01
2013-11-18,Sydney,15.2,20,4,0.01
2013-11-19,Sydney,16.4,25.4,2,10.3
2013-11-20,Sydney,16.6,24.9,6.8,12
2013-11-21,Sydney,20.1,24.6,6.2,9.8
2013-11-22,Sydney,19.9,24.3,9.8,2.9
2013-11-23,Sydney,18.1,25,4,9.3
2013-11-24,Sydney,16.8,23.8,5,13
2013-11-25,Sydney,16.4,23.3,8.2,10.3
2013-11-26,Sydney,14.7,22.9,7.4,7.7
2013-11-27,Sydney,13.7,23.9,5.6,12.6
2013-11-28,Sydney,16.6,26.5,8,11.2
2013-11-29,Sydney,19.5,20.9,10.6,0.01
2013-11-30,Sydney,14.9,22.9,3.4,7.3
2013-12-01,Sydney,14,22.7,7,7.5
2013-12-02,Sydney,15.2,24.1,5,12.1
2013-12-03,Sydney,15.2,24.6,8,13.3
2013-12-04,Sydney,17.8,27.8,8.8,7.9
2013-12-05,Sydney,19,26.3,8,8.4
2013-12-06,Sydney,12.7,22.9,10,13.6
2013-12-07,Sydney,13.6,25,7.6,12.6
2013-12-08,Sydney,16.2,25.6,7.2,11.4
2013-12-09,Sydney,19.3,29.8,10,4.1
2013-12-10,Sydney,23,33,8,12
2013-12-11,Sydney,18.1,28,11.2,13.2
2013-12-12,Sydney,19.9,24.8,10.4,9.7
2013-12-13,Sydney,18.9,26.3,6.8,13
2013-12-14,Sydney,20.6,26.7,8.8,9.8
2013-12-15,Sydney,19.1,24.6,7.8,2
2013-12-16,Sydney,18.7,24.8,7,6.4
2013-12-17,Sydney,18.7,26,3.6,11.9
2013-12-18,Sydney,20.6,26,10,12.9
2013-12-19,Sydney,18.9,26.4,9,12.9
2013-12-20,Sydney,20.3,33.5,10,10.1
2013-12-21,Sydney,21.5,27.8,11.6,9.9
2013-12-22,Sydney,21.7,28.7,8,6.9
2013-12-23,Sydney,22.4,36,7.6,4
2013-12-24,Sydney,19.2,22.9,6.6,0.01
2013-12-25,Sydney,18.7,21.5,3.6,0.01
2013-12-26,Sydney,18.7,26.6,1.2,9.5
2013-12-27,Sydney,17.9,24.8,6.2,10.5
2013-12-28,Sydney,19.4,25.5,5.6,12.4
2013-12-29,Sydney,20,24.6,10.2,11.7
2013-12-30,Sydney,18.8,24.2,11.4,10.2
2013-12-31,Sydney,17.5,26.2,6.4,10.6
2014-01-01,Sydney,20.5,27.1,7.4,5.9
2014-01-02,Sydney,22.3,36.5,8,3.5
2014-01-03,Sydney,21,26.2,5.6,5.6
2014-01-04,Sydney,20.1,27.5,7.4,11.2
2014-01-05,Sydney,20.8,26,8.2,12.2
2014-01-06,Sydney,19.6,32,9.4,12.8
2014-01-07,Sydney,18.3,21.6,11.4,1.7
2014-01-08,Sydney,16.2,22.3,7.6,0.4
2014-01-09,Sydney,18.1,23.2,3.8,2
2014-01-10,Sydney,19,25.7,6.6,9.3
2014-01-11,Sydney,19.1,29.1,7.2,10.9
2014-01-12,Sydney,21.1,28.8,10.4,10.3
2014-01-13,Sydney,19.7,26.8,7.6,11.5
2014-01-14,Sydney,18.3,27.5,7.2,12
2014-01-15,Sydney,21.2,28.8,10,12.8
2014-01-16,Sydney,21.1,28.1,10.8,13.1
2014-01-17,Sydney,21.3,27.7,10.4,12.8
2014-01-18,Sydney,19.3,28.7,10.6,13.1
2014-01-19,Sydney,21.2,29.4,10.8,6.1
2014-01-20,Sydney,21.7,25.9,4.2,2.8
2014-01-21,Sydney,19.8,25,5,0.6
2014-01-22,Sydney,19.8,22.8,2.8,0.01
2014-01-23,Sydney,20.2,24.7,4.4,4.6
2014-01-24,Sydney,19.7,26.3,7.4,1.5
2014-01-25,Sydney,19.3,25.3,5.6,8
2014-01-26,Sydney,17.2,22.3,8.6,2.3
2014-01-27,Sydney,16,25.5,3.6,12.7
2014-01-28,Sydney,19.6,26.5,9.4,13
2014-01-29,Sydney,20.3,29.1,12,13
2014-01-30,Sydney,21.7,27.9,9.6,13
2014-01-31,Sydney,20.3,28.3,12.6,13
2014-02-01,Sydney,21.7,28.7,11,10.6
2014-02-02,Sydney,22.3,27.4,7.2,12.7
2014-02-03,Sydney,21.3,27.1,12,11.6
2014-02-04,Sydney,20.7,25.2,12,1.2
2014-02-05,Sydney,17.5,24.5,5.2,3.1
2014-02-06,Sydney,17.1,23.3,7.2,3.2
2014-02-07,Sydney,15.5,25.4,4.2,12.3
2014-02-08,Sydney,19.4,27.3,9.2,12.1
2014-02-09,Sydney,20.6,27.6,9.6,12.9
2014-02-10,Sydney,20.6,27.2,10.4,0.2
2014-02-11,Sydney,20.1,27.7,7.2,4
2014-02-12,Sydney,22.1,26.3,6,4.3
2014-02-13,Sydney,21.5,27,4.6,7.5
2014-02-14,Sydney,20.8,23.5,8.8,0.01
2014-02-15,Sydney,20.9,24.9,2.2,0.01
2014-02-16,Sydney,21.4,25,2.4,0.01
2014-02-17,Sydney,18.4,26.4,7,8.3
2014-02-18,Sydney,18.9,24.7,2.4,2.7
2014-02-19,Sydney,20.5,29.1,2.2,1.8
2014-02-20,Sydney,20.4,29.1,4.2,11.2
2014-02-21,Sydney,18,27,11.4,11.9
2014-02-22,Sydney,19.5,24.7,5.8,9.2
2014-02-23,Sydney,19.6,26.5,8,10.7
2014-02-24,Sydney,19.1,26.4,6.4,11
2014-02-25,Sydney,19.5,26.7,7.4,11.8
2014-02-26,Sydney,19.7,32.4,9.8,6.2
2014-02-27,Sydney,20.3,22,5.2,0.2
2014-02-28,Sydney,19.3,21.6,3.2,0.01
2014-03-01,Sydney,18.2,22.7,1.6,0.01
2014-03-02,Sydney,17.9,22.8,2.4,1.2
2014-03-03,Sydney,18.8,26.3,3.8,3.8
2014-03-04,Sydney,19,25.4,2.6,3.3
2014-03-05,Sydney,18.1,27.5,4,7.7
2014-03-06,Sydney,21,26.8,7,5.8
2014-03-07,Sydney,19.3,26.9,5.2,7.5
2014-03-08,Sydney,21.6,27.2,5.6,8.9
2014-03-09,Sydney,19.6,27.1,6.4,11.1
2014-03-10,Sydney,21.9,27.5,6.8,11
2014-03-11,Sydney,19.6,27.8,8.6,10.8
2014-03-12,Sydney,19.2,29.2,8.2,6.2
2014-03-13,Sydney,18.5,27,7,6.2
2014-03-14,Sydney,19.3,26.3,4,7.9
2014-03-15,Sydney,19.5,26.6,7.8,5.8
2014-03-16,Sydney,19.2,29.3,5.8,5.8
2014-03-17,Sydney,15.1,28,6.2,11.2
2014-03-18,Sydney,16.1,29.7,7.2,10.4
2014-03-19,Sydney,19.6,27.9,6.6,10.1
2014-03-20,Sydney,21.7,27,6.2,9.2
2014-03-21,Sydney,20.4,26.8,6,5.2
2014-03-22,Sydney,18.7,26.7,6,9.5
2014-03-23,Sydney,20.3,27,5.2,7.2
2014-03-24,Sydney,20.1,23.2,6.2,0.01
2014-03-25,Sydney,17.1,25.2,4.2,6.5
2014-03-26,Sydney,19.7,24.9,2.8,0.01
2014-03-27,Sydney,20.6,22.2,2.8,0.01
2014-03-28,Sydney,18,24.7,1,0.01
2014-03-29,Sydney,18.7,25.7,3.6,5.6
2014-03-30,Sydney,19.4,27,3.6,10.1
2014-03-31,Sydney,17.5,25,5,10.2
2014-04-01,Sydney,17.5,26.4,3.2,6.2
2014-04-02,Sydney,18.1,26,4.8,10.9
2014-04-03,Sydney,18.9,26.3,3,8.8
2014-04-04,Sydney,19.9,22.3,6,0.01
2014-04-05,Sydney,18,26,9.2,6.4
2014-04-06,Sydney,17.2,21.7,4.6,1.1
2014-04-07,Sydney,15.3,22.4,4.2,3.3
2014-04-08,Sydney,17.2,23.2,5.2,1.2
2014-04-09,Sydney,15.9,24.1,0.4,4.6
2014-04-10,Sydney,17.8,24.7,2.6,0.01
2014-04-11,Sydney,18.9,28,1.6,3.7
2014-04-12,Sydney,17.9,21,3.8,0.7
2014-04-13,Sydney,16,20.6,1.4,1
2014-04-14,Sydney,13.5,21,3.6,3.3
2014-04-15,Sydney,13.4,21.9,3.4,3.5
2014-04-16,Sydney,14.3,23.3,3.2,9
2014-04-17,Sydney,13.1,23.7,5.2,9
2014-04-18,Sydney,13.5,26.5,2.2,10.8
2014-04-19,Sydney,15,22.7,3.8,10.7
2014-04-20,Sydney,13.2,22.9,5.2,10.4
2014-04-21,Sydney,13.2,25.3,4,9.7
2014-04-22,Sydney,12.4,25.8,4,7.9
2014-04-23,Sydney,13.4,26.1,4.2,9
2014-04-24,Sydney,14.1,29.9,3.8,9.1
2014-04-25,Sydney,17.6,20.9,4.6,3.2
2014-04-26,Sydney,15.5,23.1,2,1.2
2014-04-27,Sydney,16.9,17.9,2.2,0.01
2014-04-28,Sydney,15,20.6,1,2.8
2014-04-29,Sydney,14.9,25.7,3,8.5
2014-04-30,Sydney,18.2,25.3,5,7.1
2014-05-01,Sydney,11.3,23,5.2,10.2
2014-05-02,Sydney,13.3,22.2,2.8,7.3
2014-05-03,Sydney,11.7,15.7,5.6,1.1
2014-05-04,Sydney,10.8,20.5,3.8,8.5
2014-05-05,Sydney,10.3,20.9,5.4,10.4
2014-05-06,Sydney,10.7,23.4,3.4,8.2
2014-05-07,Sydney,11.2,20.7,3.2,9.7
2014-05-08,Sydney,11.1,21,5.8,6.2
2014-05-09,Sydney,11.8,21.9,3,3
2014-05-10,Sydney,12,24.8,2.2,5.2
2014-05-11,Sydney,14.4,22.9,2,8.3
2014-05-12,Sydney,12.6,23,4,8.8
2014-05-13,Sydney,13.7,23,4.8,8.8
2014-05-14,Sydney,12.6,23.2,1.8,9.5
2014-05-15,Sydney,11.7,22.9,4,10
2014-05-16,Sydney,12,25.3,3.2,9.9
2014-05-17,Sydney,12,24.2,4,9.1
2014-05-18,Sydney,13,24.8,3.4,2.8
2014-05-19,Sydney,13.1,26.1,2.4,7.5
2014-05-20,Sydney,14.4,25.5,3.2,4.7
2014-05-21,Sydney,14.8,23.5,3.6,9.8
2014-05-22,Sydney,13.1,27.1,2.2,9.4
2014-05-23,Sydney,13.9,25.1,4,8
2014-05-24,Sydney,15.7,25.2,4.8,7.4
2014-05-25,Sydney,15.5,26.9,3.4,7.1
2014-05-26,Sydney,14.1,23.6,3.4,9.4
2014-05-27,Sydney,16,24,2.6,3
2014-05-28,Sydney,17.1,24.1,5.6,9.6
2014-05-29,Sydney,12.8,21.3,5.4,7.7
2014-05-30,Sydney,14.5,21.4,4.4,5.2
2014-05-31,Sydney,14.3,20.7,1,7.5
2014-06-01,Sydney,14.8,20.7,5,0.4
2014-06-02,Sydney,12.4,22.3,2,5.9
2014-06-03,Sydney,10.5,20.3,1.8,9.9
2014-06-04,Sydney,11.2,22.3,3.6,9.6
2014-06-05,Sydney,13.6,19.8,4,0.4
2014-06-06,Sydney,14.5,15.5,7.2,0.5
2014-06-07,Sydney,10.1,19.4,2.4,7.8
2014-06-08,Sydney,10.5,17.7,3.6,6.3
2014-06-09,Sydney,8.6,18.4,2.6,5.1
2014-06-10,Sydney,10.4,19.2,2,3.6
2014-06-11,Sydney,10.4,19.6,2.2,5.6
2014-06-12,Sydney,11.1,20.4,1,5.8
2014-06-13,Sydney,10.7,20.9,2.4,3.3
2014-06-14,Sydney,11.8,19.9,2.4,3.9
2014-06-15,Sydney,10.3,17.2,2.6,1.2
2014-06-16,Sydney,9.3,19.5,0.8,9.7
2014-06-17,Sydney,10,19.8,4.4,9.1
2014-06-18,Sydney,11.4,20.4,1.8,9.4
2014-06-19,Sydney,10.6,21.5,1.8,8.5
2014-06-20,Sydney,12,21.3,4.6,6.3
2014-06-21,Sydney,10.5,21.9,2.4,9.5
2014-06-22,Sydney,11.1,19.7,3.4,4.4
2014-06-23,Sydney,10,16.6,0.6,1.8
2014-06-24,Sydney,11.5,16.7,6.2,9.7
2014-06-25,Sydney,11.1,18.1,4,9.7
2014-06-26,Sydney,10.7,22.2,4.8,9.8
2014-06-27,Sydney,10.4,21.2,4,8.1
2014-06-28,Sydney,12,22.8,5,6.9
2014-06-29,Sydney,10,16.4,7,9.6
2014-06-30,Sydney,9.4,16.1,3.8,9.4
2014-07-01,Sydney,8.9,19.1,3,9.3
2014-07-02,Sydney,7.4,20.2,3.8,9.6
2014-07-03,Sydney,6.7,18.3,1.2,9.6
2014-07-04,Sydney,6.7,20.4,2.4,9.9
2014-07-05,Sydney,8.2,18,3.6,9.6
2014-07-06,Sydney,8.2,18.1,4,9.9
2014-07-07,Sydney,8.3,19.5,3,9.2
2014-07-08,Sydney,7.9,18.7,3.8,9.7
2014-07-09,Sydney,6.6,21.3,2.6,9.4
2014-07-10,Sydney,8.8,17.3,5.8,9.8
2014-07-11,Sydney,9,18.5,4,9.9
2014-07-12,Sydney,6.4,18.5,3.4,9.5
2014-07-13,Sydney,6.5,16.3,3.6,9.6
2014-07-14,Sydney,6.6,17.9,3.2,5.1
2014-07-15,Sydney,9.2,15.6,0.4,0.01
2014-07-16,Sydney,11.4,18.5,1.2,3.9
2014-07-17,Sydney,9.5,19.9,2,9.4
2014-07-18,Sydney,8.6,15.9,4,7.9
2014-07-19,Sydney,8.5,14.9,4.6,3.2
2014-07-20,Sydney,9.8,15.3,4,1.1
2014-07-21,Sydney,8.9,18.3,2,7.5
2014-07-22,Sydney,8.7,19,1.4,9.6
2014-07-23,Sydney,8.9,18.9,3.2,6.7
2014-07-24,Sydney,8.5,19.8,0.6,2.4
2014-07-25,Sydney,9.6,18.8,2.8,2.6
2014-07-26,Sydney,11.3,18.7,2,4.2
2014-07-27,Sydney,9.4,21,1.8,10.2
2014-07-28,Sydney,8.8,18.5,3.2,6.7
2014-07-29,Sydney,11.8,23.3,4,5.1
2014-07-30,Sydney,13,24,6.2,10.2
2014-07-31,Sydney,13.9,25,6.6,10.1
2014-08-01,Sydney,15.9,18.2,8.4,10
2014-08-02,Sydney,7.2,16.1,6.4,10
2014-08-03,Sydney,5.5,17.6,3.8,9.5
2014-08-04,Sydney,6.4,17.2,2.6,10.1
2014-08-05,Sydney,7.9,20.6,1.6,10.2
2014-08-06,Sydney,6.5,22.4,2.6,10.1
2014-08-07,Sydney,9.6,20.4,4.6,6.8
2014-08-08,Sydney,9.1,18.1,2.6,4
2014-08-09,Sydney,8.9,19.2,1.8,6.8
2014-08-10,Sydney,9.9,23.2,3,3.5
2014-08-11,Sydney,8.1,14.4,3.4,4.5
2014-08-12,Sydney,6.3,15.4,5.6,3.9
2014-08-13,Sydney,7.9,17,3.6,10.1
2014-08-14,Sydney,6.4,19.3,2.8,10.3
2014-08-15,Sydney,7.9,19,3.4,9.3
2014-08-16,Sydney,8.7,16.8,1.2,0.3
2014-08-17,Sydney,10.3,17.5,0.01,2.2
2014-08-18,Sydney,11,15.7,0.01,0.01
2014-08-19,Sydney,12.8,17.7,4.4,3
2014-08-20,Sydney,9.5,17.1,4.6,5
2014-08-21,Sydney,9.4,18.1,2,7.1
2014-08-22,Sydney,11.2,19.6,2.4,10.1
2014-08-23,Sydney,9.9,19.3,3.2,2.9
2014-08-24,Sydney,11.1,19.4,0.2,7.3
2014-08-25,Sydney,10.5,19.3,3.2,8.9
2014-08-26,Sydney,11.6,15.6,4.6,0.01
2014-08-27,Sydney,13.4,19.8,3.2,5.3
2014-08-28,Sydney,12.3,19.7,6.6,8.8
2014-08-29,Sydney,9.4,18,3.8,5.4
2014-08-30,Sydney,12,16.1,3.8,2.7
2014-08-31,Sydney,11.7,20.8,1,9.5
2014-09-01,Sydney,10.7,23.6,3.2,8.7
2014-09-02,Sydney,14.1,18.4,5.2,1.5
2014-09-03,Sydney,8.9,16.7,4.2,7.7
2014-09-04,Sydney,9.8,17.6,3,8.3
2014-09-05,Sydney,8.8,18.2,3.6,8.7
2014-09-06,Sydney,10.3,19.1,3.2,2.3
2014-09-07,Sydney,11.2,19,3.6,6.9
2014-09-08,Sydney,10.9,19.5,2.4,10.5
2014-09-09,Sydney,12.2,23.1,5,10.3
2014-09-10,Sydney,14,24.4,6.8,8.3
2014-09-11,Sydney,12.1,25.8,5.2,10.9
2014-09-12,Sydney,13.9,18.4,6.8,1.8
2014-09-13,Sydney,12.9,17.6,2.4,3.8
2014-09-14,Sydney,12.9,22.6,2.8,9.5
2014-09-15,Sydney,13.1,20.1,3.8,10.1
2014-09-16,Sydney,15.2,21.7,4.8,5.1
2014-09-17,Sydney,13.3,22.2,5.2,10.7
2014-09-18,Sydney,12.2,20.5,7,10.8
2014-09-19,Sydney,9.2,22.2,5.4,9.7
2014-09-20,Sydney,9.1,20.3,4.2,11
2014-09-21,Sydney,10.9,20.9,3.6,8
2014-09-22,Sydney,12.3,20.2,4.8,10.6
2014-09-23,Sydney,10.9,21.2,4,10.9
2014-09-24,Sydney,11.7,22.2,5.4,10.7
2014-09-25,Sydney,17.4,24.6,6.2,1.2
2014-09-26,Sydney,14.3,21.7,3,8.3
2014-09-27,Sydney,13,22.8,5,11.1
2014-09-28,Sydney,11.6,25.4,5.4,11.2
2014-09-29,Sydney,16.5,32.9,8,10.6
2014-09-30,Sydney,16.6,33.5,8,6.8
2014-10-01,Sydney,15.6,22.1,12,11.3
2014-10-02,Sydney,10.4,24.9,7.2,11.1
2014-10-03,Sydney,12.8,21.1,5.8,6.3
2014-10-04,Sydney,16.4,21.9,3,8.5
2014-10-05,Sydney,14,33.8,4.4,10.6
2014-10-06,Sydney,17.3,26,8.8,8.3
2014-10-07,Sydney,19.7,27.9,8,7.7
2014-10-08,Sydney,15.1,21.1,4.6,3.7
2014-10-09,Sydney,14.4,21.2,4.8,8.5
2014-10-10,Sydney,14,22.8,4.8,7.9
2014-10-11,Sydney,14.4,26.8,5.4,11.1
2014-10-12,Sydney,17,24.7,7.8,11.2
2014-10-13,Sydney,17.9,26.2,8.8,5
2014-10-14,Sydney,13.2,17.6,5.8,3
2014-10-15,Sydney,10.6,16,0.01,0.1
2014-10-16,Sydney,9,23.4,4,11.7
2014-10-17,Sydney,12.2,20.8,4,8.8
2014-10-18,Sydney,12.9,20.4,7.6,6.2
2014-10-19,Sydney,12.4,23.9,2.6,12
2014-10-20,Sydney,15.8,20.8,10.6,4
2014-10-21,Sydney,15,18.7,2.6,0.01
2014-10-22,Sydney,15,21.3,5,9.2
2014-10-23,Sydney,14.5,28,6,10.7
2014-10-24,Sydney,18.6,26.4,5.8,7.1
2014-10-25,Sydney,18.5,29.9,6,8.4
2014-10-26,Sydney,18.5,32.5,5,11.2
2014-10-27,Sydney,19.4,31.6,6.6,8.9
2014-10-28,Sydney,15.9,28.9,7.8,10.4
2014-10-29,Sydney,16.6,24.6,7.2,11.4
2014-10-30,Sydney,15.5,30.8,5.8,12.6
2014-10-31,Sydney,16.3,30.2,9.2,11.7
2014-11-01,Sydney,21.3,36.5,10,10.6
2014-11-02,Sydney,13.7,23.5,15,12.9
2014-11-03,Sydney,13.8,21.5,7.8,6.8
2014-11-04,Sydney,16.1,21.8,6.6,8.8
2014-11-05,Sydney,17.7,23.5,6,3.8
2014-11-06,Sydney,15.5,23.2,5.6,9.5
2014-11-07,Sydney,16.5,22.1,6.2,11.9
2014-11-08,Sydney,14.4,23.1,6.4,12.3
2014-11-09,Sydney,16.5,26.2,6.8,10.9
2014-11-10,Sydney,18.7,23.6,8,3.2
2014-11-11,Sydney,16.6,23.2,4.2,5.1
2014-11-12,Sydney,16.4,22.2,4.6,6.1
2014-11-13,Sydney,18.5,23.5,6.8,6.6
2014-11-14,Sydney,17.7,32.2,4.8,11.2
2014-11-15,Sydney,18.9,24.1,12.8,2.3
2014-11-16,Sydney,18.1,28.5,5,7.3
2014-11-17,Sydney,15.2,25.5,7,12.6
2014-11-18,Sydney,18.6,26.7,8,11.7
2014-11-19,Sydney,18.1,24.9,8,10.1
2014-11-20,Sydney,18.8,31.1,6.8,10.6
2014-11-21,Sydney,22.1,33.9,8.4,11
2014-11-22,Sydney,19.1,26.3,10,9.3
2014-11-23,Sydney,19.6,30.1,6,10.6
2014-11-24,Sydney,21.1,30.2,7.2,6.4
2014-11-25,Sydney,21.8,24.7,6.6,5.6
2014-11-26,Sydney,19.3,23.3,7.4,7.3
2014-11-27,Sydney,18.9,20.9,7.6,0.01
2014-11-28,Sydney,0.01,23.3,3.4,11.9
2014-11-29,Sydney,16.6,25.3,7.4,11.8
2014-11-30,Sydney,19.1,26.8,8,8.4
